ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD012570_pub2_data__A4,CD012570,10,4722,-0.031417,0.652885,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012570_pub2_data__A5,CD012570,10,4222,-0.36247,0.581639,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012570_pub2_data__A6,CD012570,10,4222,-0.36247,0.581639,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012570_pub2_data__A7,CD012570,1,197,-1.487193,0.459,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012572_pub3_data__A1,CD012572,4,630,0.736884,0.260904,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012572_pub3_data__A2,CD012572,1,77,0.747214,0.548915,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012572_pub3_data__A3,CD012572,2,447,0.440372,0.752716,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012572_pub3_data__A4,CD012572,1,385,-0.181901,0.699486,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012572_pub3_data__A5,CD012572,3,524,0.305471,0.752715,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012572_pub3_data__A6,CD012572,5,767,0.063218,0.947317,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A7,CD012572,5,767,0.063218,0.947317,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A8,CD012572,5,767,0.063218,0.947317,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A9,CD012572,5,768,0.044609,0.962804,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A10,CD012572,5,768,0.044609,0.962804,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A11,CD012572,5,768,0.044609,0.962804,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012572_pub3_data__A12,CD012572,1,356,-0.02241,0.991072,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012572_pub3_data__A13,CD012572,3,341,1.093681,0.307454,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD012586_pub2_data__A1,CD012586,196,46284,-0.025822,0.31709,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A2,CD012586,95,26434,-0.243407,0.000486,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD012586_pub2_data__A3,CD012586,65,15779,-0.056239,0.353716,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A4,CD012586,37,8430,0.118775,0.24531,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A5,CD012586,50,14849,-0.135788,0.048252,True,False,Fragile,0,False,NOT YET,robustness
CD012586_pub2_data__A6,CD012586,23,8279,0.023634,0.860411,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A7,CD012586,44,14019,-0.024437,0.832373,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A8,CD012586,50,13009,-0.085036,0.765885,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012586_pub2_data__A9,CD012586,9,3643,-0.108522,0.87505,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012586_pub2_data__A10,CD012586,13,3081,-0.246268,0.666175,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012594_pub2_data__A1,CD012594,2,268,0.48293,0.351872,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012609_pub2_data__A1,CD012609,7,944,-0.676911,0.087508,False,True,not_covered,1,False,NOT YET,significance;prediction_interval;audit_flags
CD012609_pub2_data__A2,CD012609,5,469,-0.928509,0.183755,False,True,not_covered,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD012609_pub2_data__A3,CD012609,5,591,0.117482,0.910831,False,True,not_covered,2,False,NOT YET,significance;prediction_interval;audit_flags
CD012609_pub2_data__A4,CD012609,7,893,-0.281196,0.244897,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD012609_pub2_data__A5,CD012609,2,437,-0.101246,0.879878,False,False,not_covered,1,False,NOT YET,significance;audit_flags;evidence_volume
CD012609_pub2_data__A6,CD012609,2,355,-0.332175,0.548437,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012623_pub2_data__A1,CD012623,25,1807,0.926043,2.8e-05,True,False,Moderate,0,False,ACTIONABLE,
CD012623_pub2_data__A2,CD012623,6,434,-0.009519,0.991209,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012635_pub2_data__A1,CD012635,7,3039,-0.145836,0.229214,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012635_pub2_data__A2,CD012635,8,1758,-0.14717,0.367509,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012635_pub2_data__A3,CD012635,10,3017,-0.093445,0.40927,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags
CD012635_pub2_data__A4,CD012635,6,982,-0.128387,0.615202,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags
CD012635_pub2_data__A5,CD012635,5,1315,-0.021372,0.958141,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012635_pub2_data__A6,CD012635,6,2891,0.004119,0.973738,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012635_pub2_data__A7,CD012635,2,203,0.367971,0.693325,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012635_pub2_data__A8,CD012635,3,2325,-0.092398,0.730677,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012635_pub2_data__A9,CD012635,4,2736,0.090322,0.537151,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012635_pub2_data__A10,CD012635,1,69,1.886191,0.218097,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012642_pub2_data__A1,CD012642,21,645,-0.075031,0.75958,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD012642_pub2_data__A2,CD012642,24,717,-1.09227,1.4e-05,True,False,Moderate,1,True,NOT YET,audit_flags;pub_bias
CD012642_pub2_data__A3,CD012642,28,785,0.894903,6.9e-05,True,False,Moderate,1,True,NOT YET,audit_flags;pub_bias
CD012642_pub2_data__A4,CD012642,9,363,-0.234265,0.793395,False,True,Moderate,2,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD012642_pub2_data__A5,CD012642,11,304,0.605852,0.404888,False,True,Moderate,2,True,NOT YET,significance;prediction_interval;audit_flags;evidence_volume;pub_bias
CD012642_pub2_data__A6,CD012642,4,162,0.726471,0.201782,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012642_pub2_data__A7,CD012642,4,130,0.636499,0.235227,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012642_pub2_data__A8,CD012642,2,66,-0.04312,0.980919,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012642_pub2_data__A9,CD012642,3,140,-0.183375,0.889685,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012642_pub2_data__A10,CD012642,1,66,-0.487015,0.809088,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012642_pub2_data__A11,CD012642,1,20,0.0,1.0,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD012693_pub3_data__A1,CD012693,21,7780,0.056657,0.301315,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012693_pub3_data__A2,CD012693,20,6196,-0.277201,0.228853,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A3,CD012693,26,8901,-0.001062,0.982276,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A5,CD012693,22,7872,-0.262187,0.08497,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A6,CD012693,17,6230,-0.04468,0.778353,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A7,CD012693,27,3476,-0.004753,0.991724,False,True,Fragile,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012693_pub3_data__A8,CD012693,13,3173,-0.402928,0.231481,False,True,Fragile,3,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012693_pub3_data__A9,CD012693,14,5459,0.181599,0.011401,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD012693_pub3_data__A10,CD012693,12,3121,0.46042,0.107445,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012693_pub3_data__A11,CD012693,26,8278,-0.383491,0.056095,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012693_pub3_data__A12,CD012693,22,6987,-0.167206,0.473764,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A13,CD012693,21,6640,-0.370208,0.007995,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD012693_pub3_data__A14,CD012693,26,8875,0.149778,0.100902,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A15,CD012693,23,6882,0.02,0.962297,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A16,CD012693,22,8112,-0.020044,0.963043,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A17,CD012693,1,0,0.0,1.0,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD012693_pub3_data__A18,CD012693,9,3294,0.041612,0.602448,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A19,CD012693,6,2275,-0.020882,0.820839,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A20,CD012693,14,1494,-0.165866,0.45313,False,True,Fragile,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012693_pub3_data__A21,CD012693,12,512,0.068275,0.739305,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A22,CD012693,10,455,0.097059,0.637452,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A23,CD012693,10,412,0.029036,0.895462,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A24,CD012693,10,197,0.304899,0.667152,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012693_pub3_data__A25,CD012693,10,412,-0.230574,0.504108,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A26,CD012693,12,215,0.421904,0.222063,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012693_pub3_data__A27,CD012693,12,511,-0.308918,0.417597,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A28,CD012693,12,511,-0.253359,0.293371,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A29,CD012693,10,454,0.501564,0.069956,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A30,CD012693,10,455,-0.289188,0.61802,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A31,CD012693,12,512,-0.035288,0.949248,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012693_pub3_data__A32,CD012693,6,297,-0.649359,0.336229,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A33,CD012693,4,197,0.096427,0.883162,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A34,CD012693,4,197,-0.030032,0.978144,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012693_pub3_data__A35,CD012693,6,297,-0.020019,0.981569,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012712_pub2_data__A1,CD012712,59,12275,0.159945,0.151238,False,True,Robust,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD012712_pub2_data__A2,CD012712,97,15172,-0.829392,0.0,True,True,Robust,2,True,NOT YET,prediction_interval;audit_flags;pub_bias
CD012712_pub2_data__A3,CD012712,40,7064,-0.245619,0.041032,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags
CD012712_pub2_data__A4,CD012712,62,10715,-0.252612,0.000803,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags
CD012712_pub2_data__A5,CD012712,49,10315,-0.158801,0.008725,True,False,Robust,0,False,ACTIONABLE,
CD012712_pub2_data__A6,CD012712,40,9349,-0.218411,0.021938,True,False,Robust,1,True,NOT YET,audit_flags;pub_bias
CD012712_pub2_data__A7,CD012712,27,4073,-0.258475,0.002533,True,False,Robust,0,False,ACTIONABLE,
CD012712_pub2_data__A8,CD012712,7,2143,-0.132629,0.196659,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A9,CD012712,12,2599,-0.110363,0.229329,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A10,CD012712,26,3983,-0.144587,0.529016,False,True,Robust,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD012712_pub2_data__A11,CD012712,8,2133,-0.075328,0.74803,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A12,CD012712,14,1369,-0.041754,0.863247,False,True,Robust,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD012712_pub2_data__A13,CD012712,6,2169,0.094633,0.616405,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A14,CD012712,12,2928,-0.0016,0.991474,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A15,CD012712,16,2783,-0.326851,0.022087,True,False,Robust,0,False,ACTIONABLE,
CD012712_pub2_data__A16,CD012712,7,628,0.359958,0.506771,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A17,CD012712,9,2697,-0.243341,0.066422,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A18,CD012712,7,2346,-0.26622,0.063017,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A19,CD012712,9,1218,-0.177394,0.682889,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012712_pub2_data__A20,CD012712,8,873,-0.10846,0.776226,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD012718_pub2_data__A1,CD012718,22,5583,-0.282349,0.490985,False,True,Fragile,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012718_pub2_data__A2,CD012718,15,10661,0.670978,0.008696,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD012718_pub2_data__A3,CD012718,9,2118,-0.78374,0.223524,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012718_pub2_data__A4,CD012718,6,98,2.280725,0.008627,True,False,Fragile,1,False,NOT YET,robustness;audit_flags;evidence_volume
CD012718_pub2_data__A5,CD012718,4,512,0.314866,0.345638,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012718_pub2_data__A6,CD012718,3,1430,6.811419,0.089386,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012718_pub2_data__A7,CD012718,2,600,0.355902,0.321573,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012718_pub2_data__A8,CD012718,2,309,1.162235,0.136033,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012718_pub2_data__A9,CD012718,1,62,-1.015725,0.127251,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012718_pub2_data__A10,CD012718,1,263,-0.389859,0.124697,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012757_pub2_data__A1,CD012757,3,234,-1.181711,0.115252,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012757_pub2_data__A2,CD012757,2,164,0.141778,0.928231,False,False,Unstable,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD012757_pub2_data__A3,CD012757,3,234,-0.950964,0.084231,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012757_pub2_data__A4,CD012757,2,154,-1.86206,0.209108,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012757_pub2_data__A5,CD012757,1,70,-2.549701,0.088655,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012757_pub2_data__A6,CD012757,3,234,1.50858,0.038659,True,True,Unstable,1,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD012757_pub2_data__A7,CD012757,2,164,0.577742,0.375252,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012757_pub2_data__A8,CD012757,2,164,0.700728,0.282925,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012757_pub2_data__A9,CD012757,3,234,-0.934694,0.104327,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012757_pub2_data__A10,CD012757,3,234,-1.343232,0.091448,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A1,CD012850,6,219,-0.085273,0.896036,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A2,CD012850,8,249,0.48699,0.495257,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A3,CD012850,8,301,0.068663,0.880259,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A4,CD012850,6,207,-0.961383,0.389679,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012850_pub2_data__A5,CD012850,4,171,0.757347,0.146808,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A6,CD012850,5,176,-0.18943,0.720984,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A7,CD012850,3,66,-0.867045,0.372109,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A8,CD012850,3,142,-1.467805,0.224686,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A9,CD012850,4,188,-0.010541,0.992337,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A10,CD012850,4,175,0.061932,0.955119,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A11,CD012850,3,126,-0.512341,0.520484,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A12,CD012850,2,79,-1.784745,0.32276,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A13,CD012850,3,135,-1.542163,0.105492,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A14,CD012850,2,80,-1.169689,0.269553,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A15,CD012850,2,115,-0.631218,0.597634,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A16,CD012850,3,56,0.258888,0.755857,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A17,CD012850,6,277,-0.110539,0.720922,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A18,CD012850,4,182,-0.292887,0.549228,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A19,CD012850,3,111,-1.653545,0.127236,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A20,CD012850,4,140,-1.568932,0.165208,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A21,CD012850,3,100,-0.444354,0.741275,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A22,CD012850,4,142,-0.125327,0.909445,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A23,CD012850,4,121,-0.356863,0.748992,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012850_pub2_data__A24,CD012850,2,97,-0.131674,0.94152,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A25,CD012850,2,60,-0.098958,0.956303,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A26,CD012850,2,144,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A27,CD012850,2,60,-0.66905,0.723013,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012850_pub2_data__A28,CD012850,2,62,-0.251559,0.889635,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012886_pub3_data__A1,CD012886,1,581,-0.326822,0.369701,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A2,CD012886,1,157,-0.732177,0.086682,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A3,CD012886,2,49,-0.95553,0.492624,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A4,CD012886,2,157,-1.179946,0.1559,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A5,CD012886,2,157,-0.91467,0.183747,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A6,CD012886,5,372,-0.31327,0.149512,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012886_pub3_data__A7,CD012886,5,372,-0.077212,0.727005,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012886_pub3_data__A8,CD012886,2,39,-0.643461,0.375058,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A9,CD012886,2,186,-0.129159,0.844547,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A10,CD012886,2,186,-0.113904,0.8524,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A11,CD012886,1,84,-0.082,0.895579,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A12,CD012886,1,84,-0.059,0.919282,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A13,CD012886,2,39,-0.040291,0.940934,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A14,CD012886,2,186,-0.111143,0.877858,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A15,CD012886,1,102,-0.059,0.932322,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A16,CD012886,2,186,-0.094101,0.846606,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A17,CD012886,2,126,-0.111377,0.801393,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A18,CD012886,2,186,263.410277,0.934963,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A19,CD012886,2,186,-7.481874,0.973879,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A20,CD012886,1,15,542.5,0.003602,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A21,CD012886,1,39,0.27,0.212562,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012886_pub3_data__A22,CD012886,1,24,-0.34,0.265426,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012891_pub2_data__A1,CD012891,20,1847,-1.085482,0.000453,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD012891_pub2_data__A2,CD012891,4,369,-1.201579,0.080817,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012891_pub2_data__A3,CD012891,7,802,0.483557,0.186145,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012891_pub2_data__A4,CD012891,4,114,0.140609,0.773939,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012891_pub2_data__A5,CD012891,3,54,-1.012786,0.454738,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012891_pub2_data__A6,CD012891,3,0,0.0,1.0,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD012891_pub2_data__A7,CD012891,7,933,0.558406,0.078456,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012891_pub2_data__A8,CD012891,6,655,0.623964,0.101803,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012891_pub2_data__A9,CD012891,1,0,0.0,1.0,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD012891_pub2_data__A10,CD012891,1,0,0.0,1.0,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD012891_pub2_data__A11,CD012891,2,0,0.0,1.0,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD012905_pub2_data__A1,CD012905,24,3358,-0.301747,0.087339,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012905_pub2_data__A2,CD012905,20,2662,-0.13807,0.351233,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012905_pub2_data__A3,CD012905,16,2222,0.113398,0.448772,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012905_pub2_data__A4,CD012905,17,1885,0.014329,0.976945,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012905_pub2_data__A5,CD012905,5,351,-0.008,0.993363,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012905_pub2_data__A6,CD012905,7,975,0.981438,0.091927,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012905_pub2_data__A7,CD012905,4,943,0.493527,0.084619,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012905_pub2_data__A8,CD012905,8,1147,-0.468485,0.088518,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012925_pub2_data__A1,CD012925,19,57431,-0.004837,0.991709,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012925_pub2_data__A2,CD012925,7,29395,-0.219092,0.201176,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
